Emotions,Confidence Score
SAD,17.37209701538086
DISGUSTED,3.8676087856292725
CONFUSED,0.0
HAPPY,1.6360762119293213
ANGRY,39.9029426574707
SURPRISED,0.45545318722724915
CALM,31.858015060424805
