Emotions,Confidence Score
SURPRISED,1.8865879774093628
DISGUSTED,4.519986152648926
HAPPY,0.20969566702842712
CALM,54.91994094848633
CONFUSED,0.0
ANGRY,27.99856948852539
SAD,6.087656497955322
