Time,Heart Rate
20:23:36,70
20:23:39,70
20:23:42,70
20:23:45,70
20:23:48,70
20:23:51,70
20:23:54,70
20:23:57,70
20:24:00,70
20:24:03,71
20:24:04,75
20:24:05,78
20:24:08,78
20:24:11,78
20:24:14,78
20:24:17,80
20:24:18,81
20:24:19,83
20:24:22,83
20:24:23,84
20:24:26,85
20:24:27,84
20:24:28,85
20:24:31,85
20:24:32,86
20:24:33,87
20:24:35,88
20:24:36,88
20:24:39,88
20:24:42,88
20:24:45,88
20:24:48,88
20:24:49,87
20:24:52,87
20:24:55,87
20:24:58,87
20:25:01,87
20:25:02,88
20:25:05,88
20:25:08,88
20:25:11,88
20:25:14,88
20:25:15,87
20:25:18,87
20:25:21,87
20:25:24,87
20:25:27,87
20:25:30,87
20:25:33,87
20:25:36,87
20:25:39,87
20:25:42,87
20:25:45,87
20:25:48,87
20:25:49,87
20:25:52,87
20:25:55,87
20:25:58,87
20:26:01,87
20:26:04,87
20:26:07,87
20:26:08,88
20:26:11,88
20:26:14,88
20:26:17,88
20:26:20,88
20:26:23,87
20:26:25,88
20:26:28,87
20:26:31,87
20:26:34,87
20:26:37,87
20:26:40,87
20:26:43,87
20:26:44,86
20:26:45,87
20:26:46,86
20:26:49,86
20:26:50,87
20:26:53,87
20:26:56,87
20:26:57,87
20:26:59,88
20:27:02,88
20:27:05,88
20:27:08,88
20:27:11,88
20:27:12,87
20:27:15,87
20:27:18,87
20:27:21,87
20:27:24,87
20:27:27,87
20:27:30,87
20:27:33,87
20:27:36,87
20:27:37,86
20:27:40,86
20:27:43,86
20:27:46,86
20:27:49,86
20:27:52,86
20:27:55,86
20:27:58,86
20:28:01,86
20:28:04,86
20:28:07,86
20:28:10,86
20:28:11,87
20:28:12,86
20:28:13,87
20:28:14,86
20:28:17,86
20:28:20,86
20:28:23,86
20:28:26,86
20:28:29,86
20:28:30,87
20:28:33,87
20:28:36,87
20:28:39,87
20:28:42,87
20:28:45,86
20:28:48,87
20:28:51,86
20:28:54,87
20:28:57,87
20:29:00,87
20:29:03,87
20:29:06,87
20:29:09,87
20:29:12,87
20:29:15,88
20:29:18,88
20:29:21,88
20:29:22,88
20:29:25,88
20:29:28,88
20:29:31,88
20:29:34,87
20:29:36,88
20:29:39,88
20:29:40,87
20:29:42,88
20:29:45,88
20:29:48,88
20:29:49,87
20:29:52,88
20:29:55,88
20:29:58,88
20:30:01,88
20:30:04,88
20:30:07,88
20:30:09,89
20:30:12,89
20:30:13,90
20:30:16,90
20:30:19,90
20:30:22,90
20:30:24,89
20:30:27,89
20:30:30,89
20:30:31,89
20:30:34,89
20:30:37,89
20:30:39,88
20:30:41,89
20:30:44,89
20:30:47,88
20:30:49,89
20:30:52,89
20:30:53,90
20:30:56,90
20:30:59,90
20:31:02,90
20:31:05,90
20:31:08,91
20:31:11,91
20:31:14,91
20:31:15,92
20:31:18,92
20:31:21,92
20:31:24,91
20:31:27,91
20:31:30,91
20:31:33,91
20:31:36,91
20:31:39,91
20:31:42,91
20:31:43,91
20:31:44,90
20:31:47,90
20:31:50,90
20:31:52,89
20:31:55,89
20:31:58,89
20:31:59,88
20:32:02,88
20:32:05,88
20:32:08,88
20:32:11,89
20:32:14,90
20:32:17,90
20:32:18,91
20:32:21,91
20:32:24,91
20:32:26,90
20:32:29,89
20:32:32,89
20:32:35,89
20:32:38,89
20:32:40,90
20:32:43,90
20:32:44,91
20:32:47,91
20:32:50,91
20:32:51,91
20:32:53,92
20:32:56,92
20:32:58,93
20:33:01,94
20:33:04,94
20:33:07,94
20:33:09,93
20:33:12,93
20:33:15,93
20:33:18,93
20:33:21,93
20:33:24,93
20:33:26,94
20:33:29,94
20:33:32,94
20:33:35,94
20:33:38,94
20:33:39,93
20:33:42,93
20:33:45,92
20:33:48,92
20:33:51,92
20:33:54,92
20:33:57,92
20:34:00,92
20:34:01,91
20:34:02,92
20:34:05,92
20:34:08,92
20:34:11,93
20:34:12,92
20:34:13,93
20:34:15,92
20:34:17,93
20:34:20,92
20:34:23,92
20:34:25,91
20:34:28,91
20:34:30,92
20:34:33,92
20:34:36,92
20:34:39,92
20:34:42,91
20:34:45,91
20:34:48,90
20:34:51,90
20:34:54,90
20:34:56,89
20:34:59,89
20:35:02,89
20:35:05,89
20:35:07,88
20:35:10,88
20:35:11,88
20:35:14,87
20:35:15,88
20:35:17,87
20:35:20,87
20:35:23,88
20:35:25,87
20:35:28,87
20:35:31,87
20:35:32,88
20:35:35,88
20:35:37,87
20:35:40,87
20:35:43,87
20:35:46,87
20:35:49,87
20:35:51,86
20:35:54,86
20:35:57,86
20:36:00,86
20:36:03,86
20:36:06,86
20:36:07,85
20:36:10,85
20:36:13,85
20:36:16,85
20:36:19,86
20:36:20,86
20:36:23,86
20:36:24,87
20:36:27,87
20:36:29,88
20:36:32,88
20:36:35,88
20:36:38,88
20:36:41,88
20:36:44,88
20:36:45,89
20:36:48,89
20:36:51,88
20:36:52,89
20:36:53,88
20:36:56,88
20:36:59,88
20:37:02,89
20:37:05,89
20:37:08,89
20:37:11,89
20:37:14,89
20:37:15,88
20:37:18,88
20:37:21,88
20:37:24,88
20:37:27,88
20:37:28,89
20:37:31,89
20:37:33,88
20:37:36,88
20:37:39,88
20:37:42,88
20:37:45,88
20:37:46,89
20:37:49,89
20:37:52,89
20:37:55,89
20:37:58,89
20:38:01,89
20:38:04,89
20:38:07,89
20:38:10,89
20:38:13,89
20:38:16,89
20:38:19,89
20:38:21,90
20:38:24,90
20:38:27,89
20:38:30,89
20:38:33,89
20:38:35,90
20:38:38,90
20:38:41,90
20:38:42,90
20:38:45,90
20:38:48,90
20:38:49,89
20:38:52,89
20:38:55,89
20:38:58,89
20:39:01,89
20:39:04,89
20:39:07,89
20:39:10,89
20:39:13,89
20:39:16,89
20:39:19,88
20:39:22,88
20:39:23,89
