Emotions,Confidence Score
DISGUSTED,0.07492350041866302
HAPPY,0.003808396402746439
SURPRISED,0.0028661955147981644
ANGRY,85.03677368164062
CALM,0.26060551404953003
SAD,14.536246299743652
CONFUSED,0.0
