Confidence Score,Emotion,Time
39.01803970336914,ANGRY,18:00:16
69.65313720703125,ANGRY,18:05:37
91.32503509521484,SAD,18:10:34
55.47366333007813,SAD,18:15:20
62.28141784667969,ANGRY,18:20:42
57.61500549316406,SAD,18:25:29
93.18364715576172,SAD,18:30:20
61.89036560058594,SAD,18:35:39
50.31959533691406,ANGRY,18:40:10
50.02404022216797,SAD,18:45:05
36.19684600830078,CALM,18:50:40
53.21682739257813,HAPPY,18:55:52
49.994407653808594,SAD,19:00:24
43.892662048339844,SAD,19:05:21
46.55057907104492,SAD,19:10:19
44.33305358886719,SAD,19:15:08
93.76861572265624,SAD,19:20:29
76.00277709960938,ANGRY,19:25:40
84.65934753417969,SAD,19:35:11
32.310806274414055,ANGRY,19:40:49
50.068443298339844,SAD,19:45:43
60.7874870300293,ANGRY,19:50:16
37.77749633789063,SAD,19:55:17
95.54582214355469,SAD,20:00:19
60.51384735107422,SAD,20:05:58
51.45174789428711,ANGRY,20:10:33
99.58168029785156,SAD,20:15:10
88.97704315185547,SAD,20:20:13
59.22840881347656,SAD,20:25:29
49.93644714355469,DISGUSTED,20:35:40
38.54643249511719,SAD,20:45:37
49.90885925292969,SAD,20:50:41
50.45480728149414,ANGRY,20:55:18
44.63251495361328,SAD,21:00:18
98.06940460205078,SAD,21:05:59
49.81646347045898,SAD,21:15:19
49.70761108398438,ANGRY,21:20:02
48.8570327758789,ANGRY,21:25:16
60.75475692749024,ANGRY,21:30:13
56.97621536254883,ANGRY,21:35:19
93.40524291992188,SAD,21:40:14
92.67034912109376,SAD,21:45:12
76.96697235107422,SAD,21:50:10
54.03436279296875,ANGRY,21:55:46
95.96808624267578,SAD,22:00:27
