Confidence Score,Emotion,Time
77.04745483398438,ANGRY,20:30:00
82.82151794433594,ANGRY,20:35:00
77.86742401123047,ANGRY,20:40:00
84.21331024169922,ANGRY,20:45:00
86.4118423461914,ANGRY,20:50:00
88.35501861572266,ANGRY,20:55:00
98.22022247314452,ANGRY,21:00:00
32.108413696289055,ANGRY,21:05:00
97.91942596435548,ANGRY,21:10:00
79.82636260986328,ANGRY,21:15:00
98.0235595703125,ANGRY,21:20:00
99.10787963867188,ANGRY,21:25:00
83.48576354980469,ANGRY,21:30:00
84.29098510742188,ANGRY,21:35:00
96.62056732177734,ANGRY,21:40:00
99.07170867919922,ANGRY,21:45:00
98.95342254638672,ANGRY,21:50:00
90.15766143798828,ANGRY,21:55:00
80.76481628417969,ANGRY,22:00:00
