Confidence Score,Emotion,Time
83.42467498779297,ANGRY,19:40:00
43.84094619750977,CALM,19:45:00
33.23070526123047,SAD,19:50:00
56.62564468383789,CALM,19:55:00
38.25344848632813,CALM,20:00:00
58.10521697998047,CALM,20:05:00
63.7925796508789,ANGRY,20:10:00
77.82714080810547,ANGRY,20:15:00
42.77057266235352,ANGRY,20:20:00
72.27729797363281,SAD,20:25:00
83.97240447998047,ANGRY,20:30:00
62.05028915405274,SAD,20:35:00
68.27290344238281,ANGRY,20:40:00
66.68415832519531,ANGRY,20:45:00
85.03677368164062,ANGRY,20:50:00
86.30490112304688,ANGRY,20:55:00
69.73727416992189,ANGRY,21:00:00
94.07393646240234,ANGRY,21:05:00
49.93850708007813,SAD,21:10:00
34.98090362548828,SAD,21:15:00
72.12185668945312,ANGRY,21:20:00
76.97695922851562,SAD,21:25:00
65.87751770019531,SAD,21:30:00
40.64012908935547,ANGRY,21:35:00
68.53678894042969,ANGRY,21:40:00
79.01820373535156,ANGRY,21:45:00
87.02790069580078,SAD,21:50:00
49.793739318847656,ANGRY,21:55:00
43.79890060424805,ANGRY,22:00:00
