Confidence Score,Emotion,Time
67.833251953125,ANGRY,20:10:00
88.7937240600586,ANGRY,20:15:00
63.28289413452149,CALM,20:20:00
94.62679290771484,ANGRY,20:25:00
96.76528930664062,ANGRY,20:30:00
91.61563873291016,ANGRY,20:35:00
95.3106918334961,ANGRY,20:40:00
88.44603729248047,ANGRY,20:45:00
98.34349822998048,ANGRY,20:50:00
75.13089752197266,ANGRY,20:55:00
52.72927856445313,ANGRY,21:00:00
64.10543823242189,ANGRY,21:05:00
47.88535690307617,CALM,21:10:00
87.50430297851562,ANGRY,21:15:00
91.27243041992188,ANGRY,21:20:00
63.17434310913086,ANGRY,21:25:00
42.63243865966797,ANGRY,21:30:00
34.64776611328125,CALM,21:35:00
58.88347625732422,ANGRY,21:40:00
81.8487319946289,ANGRY,21:45:00
96.71383666992188,ANGRY,21:50:00
