Confidence Score,Emotion,Time
44.68965911865234,CALM,18:25:00
36.01283645629883,CALM,18:30:00
49.20264434814453,CALM,18:35:00
56.36027908325195,CALM,18:40:00
27.073198318481445,CALM,18:45:00
11.881138801574707,SURPRISED,18:50:00
57.68466186523438,CALM,18:55:00
80.72881317138672,CALM,19:00:00
91.76510620117188,CALM,19:05:00
79.47269439697266,CALM,19:10:00
74.58268737792969,CALM,19:15:00
47.84802627563477,CALM,19:20:00
92.5348892211914,CALM,19:25:00
62.45269775390625,CALM,19:30:00
80.17427062988281,CALM,19:35:00
63.20281600952149,ANGRY,19:40:00
77.36343383789062,CALM,19:45:00
50.98970031738281,CALM,19:50:00
50.82843399047852,ANGRY,21:05:00
76.14933013916016,CALM,21:10:00
53.34137725830078,CALM,21:15:00
66.70217895507811,CALM,21:20:00
61.60823822021485,CALM,21:25:00
50.3817138671875,CALM,21:30:00
66.78031158447266,CALM,21:35:00
