Confidence Score,Emotion,Time
97.28749084472656,ANGRY,18:00:00
59.58452987670898,ANGRY,18:05:00
48.99574279785156,ANGRY,18:10:00
54.30003356933594,CALM,18:15:00
97.8670654296875,SAD,18:20:00
96.11473083496094,ANGRY,18:25:00
52.18328857421875,SAD,18:30:00
71.2071304321289,SAD,18:35:00
90.62660217285156,ANGRY,18:40:00
93.46576690673828,ANGRY,18:45:00
75.70320129394531,ANGRY,18:50:00
81.31355285644531,ANGRY,18:55:00
63.11839294433594,ANGRY,19:00:00
69.20682525634766,ANGRY,19:05:00
75.9351577758789,ANGRY,19:10:00
87.79007720947266,ANGRY,19:15:00
71.39435577392578,ANGRY,19:20:00
90.02238464355469,ANGRY,19:25:00
37.19069290161133,CALM,19:30:00
