Confidence Score,Emotion,Time
85.99844360351562,ANGRY,18:00:00
83.9140625,SAD,18:05:00
98.02171325683594,ANGRY,18:10:00
30.52786064147949,HAPPY,18:15:00
61.5710563659668,CALM,18:20:00
96.02574157714844,ANGRY,18:25:00
95.94193267822266,ANGRY,18:30:00
94.53709411621094,ANGRY,18:35:00
94.55197143554688,ANGRY,18:40:00
62.85700988769531,HAPPY,18:45:00
95.23403930664062,HAPPY,18:50:00
95.78077697753906,HAPPY,18:55:00
45.170204162597656,ANGRY,19:00:00
96.49072265625,ANGRY,19:10:00
68.47133636474611,CALM,19:15:00
78.23322296142578,CALM,19:20:00
98.95201110839844,ANGRY,19:25:00
93.88096618652344,ANGRY,19:30:00
95.32125854492188,ANGRY,19:35:00
75.62629699707031,ANGRY,19:40:00
81.54402923583984,ANGRY,19:45:00
86.310302734375,ANGRY,19:50:00
87.43110656738281,DISGUSTED,19:55:00
96.36735534667969,ANGRY,20:00:00
98.53740692138672,ANGRY,20:05:00
