Confidence Score,Emotion,Time
78.53348541259766,ANGRY,18:35:00
88.01387023925781,ANGRY,18:40:00
83.62834167480469,ANGRY,18:45:00
87.33732604980469,ANGRY,18:50:00
89.33956909179688,ANGRY,18:55:00
58.21477127075195,ANGRY,19:00:00
57.02892684936523,ANGRY,19:05:00
62.98295974731445,ANGRY,19:10:00
74.79898071289062,ANGRY,19:15:00
91.9042739868164,ANGRY,19:20:00
93.23715209960938,ANGRY,19:25:00
78.21461486816406,CALM,19:30:00
78.95672607421875,CALM,19:35:00
87.06636810302734,ANGRY,19:40:00
28.19683265686035,ANGRY,19:45:00
65.81844329833984,ANGRY,19:50:00
65.35205841064453,ANGRY,19:55:00
60.16024398803711,CALM,20:00:00
62.84419250488281,ANGRY,20:05:00
68.07832336425781,ANGRY,20:10:00
80.30745697021484,ANGRY,20:15:00
