Confidence Score,Emotion,Time
58.7136344909668,ANGRY,18:00:24
46.75173950195313,SAD,18:05:56
23.829164505004886,CALM,18:10:37
93.71578216552734,SAD,18:15:25
86.25050354003906,SAD,18:20:27
69.54010009765625,ANGRY,18:25:17
46.697669982910156,SAD,18:30:12
94.84673309326172,SAD,18:35:19
90.7647705078125,SAD,18:40:38
53.76189804077149,ANGRY,18:45:32
92.3829345703125,SAD,18:50:40
98.52845001220705,SAD,18:55:29
99.6106948852539,SAD,19:00:27
66.12267303466797,SAD,19:05:41
95.9051513671875,SAD,19:10:30
94.3652572631836,SAD,19:15:20
55.79090118408203,SAD,19:20:41
67.68877410888672,SAD,19:25:27
97.99073791503906,SAD,19:30:21
42.55277633666992,CALM,19:35:53
88.60076904296875,SAD,19:40:11
99.90158081054688,SAD,19:45:52
94.04637145996094,SAD,19:50:13
97.09758758544922,SAD,19:55:50
98.23779296875,SAD,20:00:37
85.40026092529297,SAD,20:05:29
97.52861785888672,SAD,20:10:17
83.71057891845703,SAD,20:15:29
91.51315307617188,SAD,20:20:57
97.60868072509766,SAD,20:25:30
98.55410766601562,SAD,20:30:23
45.37798309326172,HAPPY,20:35:47
91.7747039794922,SAD,20:40:25
50.19908142089844,ANGRY,20:45:13
86.74449920654297,SAD,20:50:18
44.25687026977539,CALM,20:55:31
80.23145294189453,SAD,21:00:24
99.29952239990234,SAD,21:05:45
97.26348876953124,SAD,21:10:42
90.40135955810548,SAD,21:15:58
99.65974426269531,SAD,21:20:52
57.44320678710938,CALM,21:25:21
95.99021911621094,SAD,21:30:37
91.04998016357422,SAD,21:35:24
90.50192260742188,SAD,21:40:11
42.489479064941406,CALM,21:45:53
70.53414154052734,CALM,21:50:26
97.7961196899414,SAD,21:55:32
48.7376594543457,HAPPY,22:00:17
