Emotions,Confidence Score
DISGUSTED,0.16216404736042023
HAPPY,0.0050771222449839115
SURPRISED,0.004441544879227877
ANGRY,0.3756309747695923
CALM,0.47751498222351074
SAD,98.91075897216797
CONFUSED,0.0
