Time,Heart Rate
00:00:00,81
00:00:02,82
00:00:05,82
00:00:08,82
00:00:11,82
00:00:12,83
00:00:15,84
00:00:18,84
00:00:21,84
00:00:22,84
00:00:25,84
00:00:28,84
00:00:31,84
00:00:34,84
00:00:35,85
00:00:38,85
00:00:41,85
00:00:42,86
00:00:45,85
00:00:47,86
00:00:50,86
00:00:53,86
00:00:56,86
00:00:59,86
00:01:01,87
00:01:03,88
00:01:04,89
00:01:06,90
00:01:07,91
00:01:10,91
00:01:11,91
00:01:14,91
00:01:17,91
00:01:19,92
00:01:22,92
00:01:25,92
00:01:26,92
00:01:29,92
00:01:32,93
00:01:34,94
00:01:37,94
00:01:40,94
00:01:42,95
00:01:45,95
00:01:46,97
00:01:47,96
00:01:50,96
00:01:51,97
00:01:54,97
00:01:56,96
00:01:57,95
00:01:58,95
00:02:01,95
00:02:04,95
00:02:07,95
00:02:10,95
00:02:13,95
00:02:16,95
00:02:19,95
00:02:22,95
00:02:23,94
00:02:26,94
00:02:28,93
00:02:29,93
00:02:30,92
00:02:33,92
00:02:36,92
00:02:39,92
00:02:42,92
00:02:45,92
00:02:47,93
00:02:50,94
00:02:53,94
00:02:56,90
00:02:57,88
00:02:58,86
00:02:59,85
00:03:00,84
00:03:01,83
00:03:02,82
00:03:04,81
00:03:05,80
00:03:08,79
00:03:11,79
00:03:13,78
00:03:14,78
00:03:17,78
00:03:20,78
00:03:23,78
00:03:25,79
00:03:26,79
00:03:29,79
00:03:31,80
00:03:34,80
00:03:37,80
00:03:40,80
00:03:41,79
00:03:44,79
00:03:47,78
00:03:50,78
00:03:53,78
00:03:56,77
00:03:59,77
00:04:02,77
00:04:05,77
00:04:08,78
00:04:11,78
00:04:14,78
00:04:17,78
00:04:20,79
00:04:23,79
00:04:26,79
00:04:29,79
00:04:32,79
00:04:34,80
00:04:37,80
00:04:40,80
00:04:41,80
00:04:44,79
00:04:47,79
00:04:49,78
00:04:52,78
00:04:55,78
00:04:58,78
00:05:01,78
00:05:02,77
00:05:03,78
00:05:06,78
00:05:09,78
00:05:11,77
00:05:14,76
00:05:17,76
00:05:20,76
00:05:21,77
00:05:24,77
00:05:25,78
00:05:28,78
00:05:30,79
00:05:33,79
00:05:36,79
00:05:38,78
00:05:41,78
00:05:44,79
00:05:47,79
00:05:48,79
00:05:49,80
